id,name,slug,sku,price,regular_price,sale_price,stock,stock_status,weight,categories,description,short_description,image_urls,old_url
6248,XDS Loretta Retro Bike,xds-loretta-retro-bike,,799,799,,,instock,,Bikes; Brands > XDS; Bikes > Commuter &amp; Urban,"<h3>SPECIFICATIONS\r
<strong>COLOURS Ivory, Black, Blue, Mint, Pink, Rose Gold, White</strong>\r
<strong>FRAME SIZES 15\"", 17\"", 19\""</strong>\r
<strong>FRAME XDS Alloy 6061</strong>\r
<strong>FORK XDS Hi/Ten Steel</strong>\r
<strong>HANDLEBAR XDS Alloy (W:610mm H:66mm 43° 25.4mm)</strong>\r
<strong>GRIPS CIONILI brown Leather look</strong>\r
<strong>STEM XDS Alloy/Steel (22.2 x 180mm x 1.8T E:80mm 30° 25.4mm)</strong>\r
<strong>SEATPOST XDS Alloy (27.2x300mm)</strong>\r
<strong>SEAT CLAMP XDS A","<p style=\""text-align: center;\"">XDS Loretta Retro Bike</p>\r\n&nbsp;\r\n\r\nDefine your style with the XDS Loretta retro bike. Make a statement with your choice of 6 vibrant colours, colour matched f",http://cranks.com.au/wp-content/uploads/2021/09/BIKLORETTA18BLU_media-02_e6470ef7-226a-4ca5-8be0-219f0f188921_900x.jpg|http://cranks.com.au/wp-content/uploads/2021/09/BIKLORETTA18IVY_media-02_22fcacb9-0db0-479c-90f6-d35ec7a1c89b_900x.jpg|http://cranks.com.au/wp-content/uploads/2021/09/BIKLORETTA18MINT_media-02_c7ee5132-314f-45f2-9a20-a9c63c76cf9e_900x.jpg|http://cranks.com.au/wp-content/uploads/2021/09/BIKLORETTA18PK_media-02_94686f9c-0221-4911-afd9-45299c579abc_900x.jpg|http://cranks.com.au/wp-content/uploads/2021/09/BIKLORETTA18BK_media-02_f70a80eb-69ae-4615-bf68-d95600346fdd_900x.jpg|http://cranks.com.au/wp-content/uploads/2021/09/BIKLORETTA18WHT_media-02_900x.jpg|http://cranks.com.au/wp-content/uploads/2021/09/BIKLORETTA18ROSEG_media-02_93acac89-e1f1-44a1-b3db-fa0a4bf7a58c_900x.jpg,/product/xds-loretta-retro-bike/
6396,BYK Kids Short Finger Cycling Gloves,byk-kids-short-finger-cycling-gloves,,20,20,,,instock,,Clothing > Gloves; Gift Ideas; Clothing; Gift Ideas > Gifts For Kids,,"<p style=\""text-align: center;\""><strong><u>BYK Kids Short Finger Cycling Gloves</u></strong></p>\r\n<strong>Designed just for kids, ByK gloves fit well, like a kids glove should!</strong>\r\n\r\nWe h",http://cranks.com.au/wp-content/uploads/2021/09/byk-kids-fingerless-bicycle-glove-blue-600sq_1_1800x1800.jpg|http://cranks.com.au/wp-content/uploads/2021/09/byk-kids-fingerless-bicycle-glove-red-600sq_1_1800x1800.jpg|http://cranks.com.au/wp-content/uploads/2021/09/byk-kids-fingerless-bicycle-glove-pink-600sq_1_1800x1800.jpg|http://cranks.com.au/wp-content/uploads/2021/09/img_9998_1_1800x1800.png|http://cranks.com.au/wp-content/uploads/2021/09/img_9996_1_1800x1800.png,/product/byk-kids-short-finger-cycling-gloves/
6402,Limar Kid Pro S Helmet,limar-kid-pro-s-helmet,,79.00,79.00,,,instock,,Helmets > Kids helmets; Helmets; Brands > Limar,,"<p style=\""text-align: center;\""><strong><u>Limar kid Pro S Helmet</u></strong></p>\r\nTECHNOLOGY Monoshell in-mould – Superlight\r\nAIR VENTS 11 air vents\r\nSIZING SYSTEM Competition + Fit-System wi",http://cranks.com.au/wp-content/uploads/2021/09/main_limar_kid_pro_s.jpg,/product/limar-kid-pro-s-helmet/
6404,Limar Kid Pro M Helmet,limar,,79.00,79.00,,,instock,,Helmets > Kids helmets; Helmets; Brands > Limar,,"<p style=\""text-align: center;\""><b><u>Limar Kid Pro M Helmet</u></b></p>\r\nTECHNOLOGY Monoshell in-mould – Superlight\r\nAIR VENTS 11 air vents\r\nSIZING SYSTEM Competition + Fit-System with height ",http://cranks.com.au/wp-content/uploads/2021/09/main_limar_kid_pro_m.jpg,/product/limar/
6415,BYK E540 x3i MTR,byk-e540-x3i-mtr,,689,689,,,instock,,7-11 Yrs; Bikes; Bikes > Mountain Bikes,"<p style=\""text-align: left;\"">Specifications</p>\r
Colours: Polished Alloy/Black\r
\r
FRAME : Butted Alloy Frame, Low Gravity Concept Design\r
GEARS: Shimano 3 speed internal gears\r
WHEELS: Dynamic Advantage Tall Alloy Wheels, Reinforced 36 Hole with Toughnut Eyelets\r
Tyres: Low-Profile, Low-Resistance Design with Tough Tubes\r
Brakes: Alloy Tektro Front &amp; Rear Calibrated V brakes\r
Brake Levers: Alloy, Adjustable Short Reach\r
Saddle: Comfort Midi Deluxe\r
Handlebars: Custom Width Low Ri","<h2 style=\""text-align: center;\""><u>BYK E540 x3i MTR</u></h2>\r\n<p style=\""text-align: center;\"">Sale price until Cranks stock runs out</p>\r\nThis new model introduces a range of bikes that has the",http://cranks.com.au/wp-content/uploads/2021/10/540x3i_MTR_1_1800x1800.jpg,/product/byk-e540-x3i-mtr/
6417,BYK E540 x7 MTR,byk-e540-x7-mtr,,799,799,,,instock,,7-11 Yrs; Bikes; Bikes > Mountain Bikes,"Specifications\r
\r
Colours: Titanium/Dark Blue\r
\r
FRAME : Butted Alloy Frame, Low Gravity Concept Design\r
GEARS: Microshift 7 speed gears\r
WHEELS: Dynamic Advantage Tall Alloy Wheels, Reinforced 36 Hole with Toughnut Eyelets\r
Tyres: Low-Profile, Low-Resistance Design with Tough Tubes\r
Brakes: Alloy Tektro Front &amp; Rear Calibrated V brakes\r
Brake Levers: Alloy, Adjustable Short Reach\r
Saddle: Comfort Midi Deluxe\r
Handlebars: Custom Width Low Rise V-Bars","<h2 style=\""text-align: center;\""><strong><u>BYK E540 x7 MTR</u></strong></h2>\r\n<p style=\""text-align: center;\"">Sale price until Cranks stock runs out</p>\r\nThis new model introduces a range of bi",http://cranks.com.au/wp-content/uploads/2021/10/E540x7MTR2021front_23cdea2c-c00b-4278-a040-54d56587dbf3_1800x1800.jpg,/product/byk-e540-x7-mtr/
6422,BYK E540 MTB,byk-e540-mtb,,879,879,,,instock,,7-11 Yrs; Bikes,"Specifications\r
\r
Colour: Matte Black\r
\r
WEIGHT: 11.5kg\r
FRAME : Butted Alloy Frame, Low Gravity Concept Design, Lockout Suspension Forks\r
GEARS: Microshift Rapidfire 9 Speed Trigger Shifter Gears\r
WHEELS: Reinforced Alloy Wheels with Machined Braking Surface for Greater Power\r
Tyres: Lightweight Micro Knobby Design with Tough Tubes\r
Brakes: Alloy Tektro Front &amp; Rear Calibrated V brakes\r
Brake Levers: Max Power Alloy Tektro Custom Sized Levers\r
Saddle: Adjustable, Comfort Midi+ De","<h2 style=\""text-align: center;\""><b><u>BYK E540 MTB</u></b></h2>\r\n<h4>THE BEST MOUNTAIN BIKE FOR THE FUN AND ADVENTUROUS KID.</h4>\r\n<h4>510MTB | AGE: 7 - 11 YEARS | HEIGHT: 130 - 160 CMS</h4>\r\n",http://cranks.com.au/wp-content/uploads/2021/10/E540MTB2021front_1800x1800.jpg,/product/byk-e540-mtb/
6424,BYK E540 MTBG,byk-e540-mtbg,,879,879,,,instock,,7-11 Yrs; Bikes; Bikes > Mountain Bikes,"Specifications\r
\r
Colour: Matte Grey\r
\r
WEIGHT: 11.5kg\r
FRAME : Butted Alloy Frame, Low Gravity Concept Design, Lockout Suspension Forks\r
GEARS: Shimano Rapidfire 9 Speed Trigger Shifter Gears\r
WHEELS: Reinforced Alloy Wheels with Machined Braking Surface for Greater Power\r
Tyres: Lightweight Micro Knobby Design with Tough Tubes\r
Brakes: Alloy Tektro Front &amp; Rear Calibrated V brakes\r
Brake Levers: Max Power Alloy Tektro Custom Sized Levers\r
Saddle: Adjustable, Comfort Midi+ Deluxe","<h2 style=\""text-align: center;\""><strong><u>BYK E540 MTBG</u></strong></h2>\r\n<p style=\""text-align: center;\""></p>\r\n\r\n<h4>THE BEST MOUNTAIN BIKE FOR THE FUN AND ADVENTUROUS KID.</h4>\r\n<h4>510",http://cranks.com.au/wp-content/uploads/2021/10/E540MTBG2021front_1800x1800.jpg,/product/byk-e540-mtbg/
6432,BYK Kids Bike Stand,byk-kids-bike-stand,,16.00,16.00,,,instock,,Parts,"Sizes:\r
\r
E250 Rear Axle Mounted\r
\r
E450\r
\r
E540","<h2 style=\""text-align: center;\""><u>BYK Kids Bike Stand</u></h2>\r\nByK has developed specific kickstands to suit our range of bikes that easily mount to the frame.\r\n\r\nAvailable in three differen",http://cranks.com.au/wp-content/uploads/2021/10/image_61242bee-c111-44fd-adce-a9790ff7a6ba_1800x1800.jpg|http://cranks.com.au/wp-content/uploads/2021/10/e-350-byk-kick-stand-for-kids-bike_1_1800x1800.jpg,/product/byk-kids-bike-stand/
6439,BYK E620 x7 MTR,byk-e620-x7-mtr,,799,799,,,instock,,10-15 Yrs; Bikes,"Specifications\r
\r
Colour: Titanium/Dark Blue\r
\r
WEIGHT: 13.1kg\r
FRAME : Butted Alloy Frame, Low Gravity Concept Design\r
GEARS: Microshift 7 speed gears\r
WHEELS: Dynamic Advantage Tall Alloy Wheels, Reinforced 36 Hole with Toughnut Eyelets\r
Tyres: Low-Profile, Low-Resistance Design with Tough Tubes\r
Brakes: Alloy Tektro Front &amp; Rear Calibrated V brakes\r
Brake Levers: Alloy, Adjustable Short Reach\r
Saddle: Comfort Midi Deluxe\r
Handlebars: Custom Width Low Rise V-Bars","<h2 style=\""text-align: center;\""><b><u>BYK E620 x7 MTR</u></b></h2>\r\nThis new model introduces a range of bikes that has the advantages of both Mountain and Road style. Fitting the potential of rid",http://cranks.com.au/wp-content/uploads/2021/10/E620x7MTR2021front_1800x1800.jpg,/product/byk-e620-x7-mtr/
6486,SKS Drink Bottle Team Germany 750ml,sks-drink-bottle-team-germany-750ml,,13.00,13.00,,,instock,,Accessories; Accessories > Bottles &amp; Cages,,"<p style=\""text-align: center;\"">SKS Drink Bottle \""Team Germany\"" 750ml</p>\r\nMountain or road? The SKS drinking bottle’s cool design points the way. The secure push-pull valve ensures that the bott",http://cranks.com.au/wp-content/uploads/2021/10/7000100-1200x860-1.png,/product/sks-drink-bottle-team-germany-750ml/
6488,SKS Drink Bottle Team Germany 500ml,sks-drink-bottle-team-germany-500ml,,10,10,,,instock,,Accessories; Accessories > Bottles &amp; Cages,,"<p style=\""text-align: center;\"">SKS Drink Bottle Team Germany 500ml</p>\r\nMountain or road? The SKS drinking bottle’s cool design points the way. The secure push-pull valve ensures that the bottle i",http://cranks.com.au/wp-content/uploads/2021/10/7000099-1200x860-1.png,/product/sks-drink-bottle-team-germany-500ml/
6490,SKS Topcage,sks-topcage,,28,28,,,instock,,Accessories; Accessories > Bottles &amp; Cages,,"<p style=\""text-align: center;\"">SKS Topcage</p>\r\nUsing the same technology of the SlideCage but for front bottle insertion and featuring a bottle size adjustment nose the Topcage delivers great per",http://cranks.com.au/wp-content/uploads/2021/10/7000084-1200x860-1.png|http://cranks.com.au/wp-content/uploads/2021/10/7000086-1200x860-1.png|http://cranks.com.au/wp-content/uploads/2021/10/7000088-1200x860-1.png|http://cranks.com.au/wp-content/uploads/2021/10/7000087-1200x860-1.png|http://cranks.com.au/wp-content/uploads/2021/10/7000085-1200x860-1.png,/product/sks-topcage/
6496,Hollywood Road Runner 4 Bike Hitch Rack,hollywood-road-runner-4-bike-hitch-rack,,245,245,,,instock,,Brands > Hollywood Racks; Accessories; Accessories > Bike Racks,"<div class=\""attribute-title\"">Cycles</div>\r
<div class=\""attribute-list \"">\r
<div class=\""attribute-name\"">SECURITY</div>\r
<div class=\""attribute-val\"">Includes keyed alike locking hitch pin and 8\"" security cable and Welded \""local-point\""for anti-theft security cable</div>\r
</div>\r
<div class=\""attribute-list \"">\r
<div class=\""attribute-name\"">WOBBLE CONTROL</div>\r
<div class=\""attribute-val\"">Patented \""No Wobble system hitch system\"" eliminates slack between receiver hitch and rack w","<p style=\""text-align: center;\"">Hollywood Road Runner 4 Bike Hitch Rack</p>\r\nEasily one of the best-selling rack systems ever, the heavy-duty Road Runners are built to last. Featuring durable rubbe",http://cranks.com.au/wp-content/uploads/2021/10/7000183-1200x860-1.jpg,/product/hollywood-road-runner-4-bike-hitch-rack/
6506,Helmet Lazer Compact,helmet-lazer-compact,,69.00,69.00,,,instock,,Helmets > Recreational helmets; Helmets; Brands > Lazer; Helmets > Road helmets,"<div data-avenue-part=\""scs_availability\"" data-avenue-reload=\""scs\"">\r
<div class=\""mb-4\""><strong class=\""text-success\"">Available</strong></div>\r
</div>\r
<div>\r
<div data-avenue-part=\""product_codes\"" data-avenue-reload=\""scs\"">\r
<div class=\""pb-4\"">PRODUCT CODE: <span class=\""product-code\"">BLA2187885133</span>\r
EAN CODE: <span class=\""ean-code\"">5420078851345</span></div>\r
<div class=\""pb-4\"">COLOUR: RED\r
SIZE: UNISIZE 54-61CM</div>\r
</div>\r
</div>\r
<div class=\""border-bottom pb-","<h2 style=\""text-align: center;\"">Helmet Lazer Compact</h2>\r\n<h1>LAZER - COMPACT</h1>\r\n<h2>Fits everybody!</h2>\r\n<strong>TECHNOLOGIES</strong>\r\nTurnfit Plus System\r\nIn-mold construction\r\nW",http://cranks.com.au/wp-content/uploads/2021/10/my2021-compact-black-side-right.jpg|http://cranks.com.au/wp-content/uploads/2021/10/my2021_compact_white_side-right.jpg|http://cranks.com.au/wp-content/uploads/2021/10/my2021_compact_blue_side-right.jpg,/product/helmet-lazer-compact/
6527,Helmet Lazer Sphere,helmet-lazer-sphere,,199,199,,,instock,,Helmets; Brands > Lazer; Helmets > Road helmets,"Colours: Black &amp; White\r
\r
Sizes:\r
\r
S 52-56cm\r
\r
M 55-59cm\r
\r
L 58-61cm\r
\r
XL 61-64cm","<h1>Helmet Lazer Sphere</h1>\r\n<h2>COMPREHENSIVE ROAD HELMET</h2>\r\nThe Sphere helmet is your buddy on the road. The comfortable Advanced Rollsys system is combined with 4 sizes, an optional Aeroshe",http://cranks.com.au/wp-content/uploads/2021/10/SPHERE-Black_2.jpg|http://cranks.com.au/wp-content/uploads/2021/10/SPHERE-White-Black_2.jpg,/product/helmet-lazer-sphere/
6539,Helmet Lazer Tonic,helmet-lazer-tonic,,119,119,,,instock,,Helmets > Recreational helmets; Helmets; Brands > Lazer; Helmets > Road helmets,"COLOUR: WHITE &amp; FLASH YELLOW &amp; MATTE BLACK\r
\r
SMALL 52-56CM\r
\r
MEDIUM 55-59CM\r
\r
LARGE 58-61CM\r
<h2>Affordable style and performance</h2>\r
<strong>TECHNOLOGIES</strong>\r
Fit system Turnfit System TS+\r
Construction In-mold\r
Ventilation 28 vents\r
\r
<strong>FEATURES</strong>\r
TS+ fit system\r
Flash color\r
TS+-LED","<h2 style=\""text-align: center;\"">Helmet Lazer Tonic</h2>\r\n<h2>The Tonic helmet offers protection, style and comfort for riders who are just getting into cycling.</h2>\r\n&nbsp;\r\n\r\nThe inconspic",http://cranks.com.au/wp-content/uploads/2021/10/TONIC_WHITE.png|http://cranks.com.au/wp-content/uploads/2021/10/TONIC_MATTEBLACK.png|http://cranks.com.au/wp-content/uploads/2021/10/TONIC_FLASHYELLOW.png,/product/helmet-lazer-tonic/
6543,Helmet Lazer Coyote,helmet-lazer-coyote,,149,149,,,instock,,Accessories; Helmets > MTB helmets; Brands > Lazer; Helmets > Recreational helmets; Helmets,"COLOUR: MATTE DK GREY &amp; MATTE WHITE &amp; MATTE DK BLUE &amp; MATTE FULL BLACK\r
\r
SIZE: SMALL 52-56CM\r
\r
MEDIUM 55-59CM\r
\r
LARGE 58-61CM\r
\r
<strong>DETAILS</strong>\r
Fit System: TS+ Turnfit Plus fit system\r
Construction: In-Mold\r
Ventilation: 21 vents\r
\r
<strong>FEATURES</strong>\r
TS+ Fit system\r
Visor\r
Bottomshell\r
\r
&nbsp;","<h2 style=\""text-align: center;\"">Helmet Lazer Coyote</h2>\r\n<div class=\""product-description\"">A clean and practical mountainbike helmet that delivers on style, performance, ventilation, comfort and",http://cranks.com.au/wp-content/uploads/2021/10/Coyote-Matte-Grey_1.png|http://cranks.com.au/wp-content/uploads/2021/10/Coyote_Matte-Dark-Blue.png|http://cranks.com.au/wp-content/uploads/2021/10/Coyote_Matte-White_1.png|http://cranks.com.au/wp-content/uploads/2021/10/Coyote_Matte-Full-Black_1.png,/product/helmet-lazer-coyote/
6602,Maxi Micro Deluxe LED Kids Scooter Purple,maxi-micro-deluxe-led-kids-scooter,,289,289,,,instock,,Brands; Scooters; Scooters > Kids Scooters,,"<p class=\""h2 product-single__title\"" style=\""text-align: center;\"">Maxi Micro Deluxe LED Kids Scooter Purple</p>\r\n\r\n<ul>\r\n 	<li>For ages 5-12 years</li>\r\n 	<li>70kg weight limit</li>\r\n 	<li",http://cranks.com.au/wp-content/uploads/2021/10/maxi-micro-deluxe-LED-wheel-kids-scooter-purple-1-MMD066_1800x1800.webp,/product/maxi-micro-deluxe-led-kids-scooter/
6640,Micro Scooter Bike Bell,micro-scooter-bike-bell,,18,18,,,instock,,Accessories; Scooters > Scooters Parts and Accessories; Gift Ideas; Gift Ideas > Gifts For Kids; Accessories > Bells; Gift Ideas > For Scooter Riders,,"<p style=\""text-align: center;\"">Micro Scooter Bike Bell</p>\r\n\r\n<ul>\r\n 	<li>For any age</li>\r\n 	<li>Easy to use</li>\r\n 	<li>Easy to attach flexible silicone strap</li>\r\n 	<li>Retro-modern ",http://cranks.com.au/wp-content/uploads/2021/10/pink-micro-scooter-bell-gift-box_1800x1800.jpg|http://cranks.com.au/wp-content/uploads/2021/10/black-micro-scooter-bell-gift-box_c66cac09-5f49-4e1b-b527-d979cccb9ab3_1800x1800.jpg|http://cranks.com.au/wp-content/uploads/2021/10/dark-blue-micro-scooter-bell-gift-box_1800x1800.jpg|http://cranks.com.au/wp-content/uploads/2021/10/micro-scooters-purple-bell-AC4453_1800x1800.jpg|http://cranks.com.au/wp-content/uploads/2021/10/micro-scooter-red-bells_1800x1800.jpg,/product/micro-scooter-bike-bell/
6646,Micro Kids Knee Elbow Pads Pattern,micro-kids-knee-elbow-pads-pattern,,45,45,,,instock,,Clothing > Body Armour; Clothing > Body Armour > Knee and Shin Guards; Clothing; Clothing > Body Armour > Elbow Guards,"<h2>Specifications</h2>\r
<div class=\""table-wrapper\"">\r
<table>\r
<tbody>\r
<tr>\r
<td><strong>Size Small</strong></td>\r
<td></td>\r
</tr>\r
<tr>\r
<td>Approx Age</td>\r
<td>3 - 7y</td>\r
</tr>\r
<tr>\r
<td>Weight</td>\r
<td>&lt; 25kg</td>\r
</tr>\r
<tr>\r
<td>Elbow</td>\r
<td>15-19cm</td>\r
</tr>\r
<tr>\r
<td>Knee</td>\r
<td>21-27cm</td>\r
</tr>\r
</tbody>\r
</table>\r
</div>","<p class=\""h2 product-single__title\"" style=\""text-align: center;\"">Micro Kids Knee Elbow Pads Pattern</p>\r\n\r\n<ul>\r\n 	<li>3 - 7 years approx</li>\r\n 	<li>Protect kids from bumps</li>\r\n 	<li>D",http://cranks.com.au/wp-content/uploads/2021/10/micro-scooter-cool-rocket-knee-elbow-pads-2AC8023_1800x1800.jpg|http://cranks.com.au/wp-content/uploads/2021/10/micro-scooter-cool-unicorn-knee-elbow-pads-2-AC8021_1800x1800.jpg,/product/micro-kids-knee-elbow-pads-pattern/
6649,Micro Kids Knee Elbow Pads Black,micro-kids-knee-elbow-pads-black,,42,42,,,instock,,Clothing > Body Armour; Gift Ideas; Gift Ideas > Gifts For Kids; Clothing; Clothing > Body Armour > Elbow Guards; Clothing > Body Armour > Knee and Shin Guards,"<h2>Specifications</h2>\r
<div class=\""table-wrapper\"">\r
<table>\r
<tbody>\r
<tr>\r
<td><strong>Size Small</strong></td>\r
<td></td>\r
</tr>\r
<tr>\r
<td>Approx Age</td>\r
<td>3 - 7y</td>\r
</tr>\r
<tr>\r
<td>Weight</td>\r
<td>&lt; 25kg</td>\r
</tr>\r
<tr>\r
<td>Elbow</td>\r
<td>15-19cm</td>\r
</tr>\r
<tr>\r
<td>Knee</td>\r
<td>21-27cm</td>\r
</tr>\r
<tr>\r
<td></td>\r
<td></td>\r
</tr>\r
<tr>\r
<td><strong>Size Medium</strong></td>\r
<td></td>\r
</tr>\r
<tr>\r
<td>Approx Age</td>\r
<td>6 - 10y","<p style=\""text-align: center;\"">Micro Kids Knee Elbow Pads Black</p>\r\n\r\n<ul>\r\n 	<li>Protect kids from bumps</li>\r\n 	<li>Designed for safety</li>\r\n 	<li>Knee and elbow pads in one pack</li>\",http://cranks.com.au/wp-content/uploads/2021/10/micro-scooter-knee-elbow-pads-AC8017_04904b1c-17dd-4c2a-846f-a72241f9362a_1800x1800.jpg,/product/micro-kids-knee-elbow-pads-black/
6663,100% FORTIS Knee Guard Black,100-fortis-knee-guard-black,,74.50,149,74.50,,instock,,Clothing > Body Armour; Clothing > Body Armour > Knee and Shin Guards; Clothing,"Sizes\r
\r
SM/MD\r
\r
LG/XL\r
<p class=\""tablesubtitle\"">Measurement in Centimeters</p>\r
\r
<div class=\""table-responsive\"">\r
<table class=\""table\"" width=\""100%\"">\r
<tbody>\r
<tr>\r
<td><strong>Size (CM)</strong></td>\r
<td><strong> S  28/30</strong></td>\r
<td><strong>M  32</strong></td>\r
<td><strong>L  34</strong></td>\r
<td><strong>XL  36</strong></td>\r
<td><strong>XXL  38/40</strong></td>\r
<td><strong>XXXL  42</strong></td>\r
</tr>\r
<tr>\r
<td>Height</td>\r
<td>167-178</td>\r
<td>172","<p style=\""text-align: center;\"">100% FORTIS Knee Guard Black</p>\r\nOur only non-slip on design, the FORTIS features a protective shell for abrasion resistance and Level 1 impact protection to stand ",http://cranks.com.au/wp-content/uploads/2021/10/11532_ktB0PO_original.jpg|http://cranks.com.au/wp-content/uploads/2021/10/11532_LAI5cH_original.jpg,/product/100-fortis-knee-guard-black/
6666,100% Fortis Elbow Guard Black,100-fortis-elbow-guard-black,,64.50,129,64.50,,instock,,Clothing > Body Armour; Clothing; Clothing > Body Armour > Elbow Guards,"Sizes\r
\r
SM/MD\r
\r
LG/XL\r
<p class=\""tablesubtitle\"">Measurement in Centimeters</p>\r
\r
<div class=\""table-responsive\"">\r
<table class=\""table\"" width=\""100%\"">\r
<tbody>\r
<tr>\r
<td><strong>Size (CM)</strong></td>\r
<td><strong> S  28/30</strong></td>\r
<td><strong>M  32</strong></td>\r
<td><strong>L  34</strong></td>\r
<td><strong>XL  36</strong></td>\r
<td><strong>XXL  38/40</strong></td>\r
<td><strong>XXXL  42</strong></td>\r
</tr>\r
<tr>\r
<td>Height</td>\r
<td>167-178</td>\r
<td>172","<p style=\""text-align: center;\"">100% Fortis Elbow Guard Black</p>\r\n<p style=\""text-align: left;\"">\r\nOur only non-slip on design, the FORTIS features a protective shell for abrasion resistance and",http://cranks.com.au/wp-content/uploads/2021/10/11533_sDCtRf_original.jpg|http://cranks.com.au/wp-content/uploads/2021/10/11533_IR9R1_original.jpg,/product/100-fortis-elbow-guard-black/
6669,100% TERATEC PLUS Knee Guard Black,100-teratec-plus-knee-guard-black,,74.50,149,74.50,,instock,,Clothing > Body Armour; Clothing > Body Armour > Knee and Shin Guards; Clothing,"Sizes SM,  M,  L,  XL\r
<p class=\""tablesubtitle\"">Measurement in Centimeters</p>\r
\r
<div class=\""table-responsive\"">\r
<table class=\""table\"" width=\""100%\"">\r
<tbody>\r
<tr>\r
<td><strong>Size (CM)</strong></td>\r
<td><strong> S  28/30</strong></td>\r
<td><strong>M  32</strong></td>\r
<td><strong>L  34</strong></td>\r
<td><strong>XL  36</strong></td>\r
<td><strong>XXL  38/40</strong></td>\r
<td><strong>XXXL  42</strong></td>\r
</tr>\r
<tr>\r
<td>Height</td>\r
<td>167-178</td>\r
<td>172-180</","<p style=\""text-align: center;\"">100% TERATEC PLUS Knee Guard Black</p>\r\nTERATEC+ is engineered protection with all the right materials, in all the right places. These guards offer SmartShock® Impac",http://cranks.com.au/wp-content/uploads/2021/10/17078_mZUL7_original.jpg|http://cranks.com.au/wp-content/uploads/2021/10/17078_K9SqFR_original.jpg,/product/100-teratec-plus-knee-guard-black/
6672,100% TERATEC PLUS Elbow Guard Black,100-teratec-plus-elbow-guard-black,,64.50,129,64.50,,instock,,Clothing > Body Armour; Clothing; Clothing > Body Armour > Elbow Guards,"Sizes: SM,  MD,  L,  XL\r
<p class=\""tablesubtitle\"">Measurement in Centimeters</p>\r
\r
<div class=\""table-responsive\"">\r
<table class=\""table\"" width=\""100%\"">\r
<tbody>\r
<tr>\r
<td><strong>Size (CM)</strong></td>\r
<td><strong> S  28/30</strong></td>\r
<td><strong>M  32</strong></td>\r
<td><strong>L  34</strong></td>\r
<td><strong>XL  36</strong></td>\r
<td><strong>XXL  38/40</strong></td>\r
<td><strong>XXXL  42</strong></td>\r
</tr>\r
<tr>\r
<td>Height</td>\r
<td>167-178</td>\r
<td>172-180","<p style=\""text-align: center;\"">100% TERATEC PLUS Elbow Guard Black</p>\r\nTERATEC+ is engineered protection with all the right materials, in all the right places. These guards offer SmartShock® Impa",http://cranks.com.au/wp-content/uploads/2021/10/17076_vuh1Fr_original.jpg|http://cranks.com.au/wp-content/uploads/2021/10/17076_bIMC2f_original.jpg,/product/100-teratec-plus-elbow-guard-black/
6675,100% TERATEC Knee Guard Black,100-teratec-knee-guard-black,,59.50,119,59.50,,instock,,Clothing > Body Armour; Clothing > Body Armour > Knee and Shin Guards; Clothing,"Sizes: SM,  MD,  LG,  XL\r
<p class=\""tablesubtitle\"">Measurement in Centimeters</p>\r
\r
<div class=\""table-responsive\"">\r
<table class=\""table\"" width=\""100%\"">\r
<tbody>\r
<tr>\r
<td><strong>Size (CM)</strong></td>\r
<td><strong> S  28/30</strong></td>\r
<td><strong>M  32</strong></td>\r
<td><strong>L  34</strong></td>\r
<td><strong>XL  36</strong></td>\r
<td><strong>XXL  38/40</strong></td>\r
<td><strong>XXXL  42</strong></td>\r
</tr>\r
<tr>\r
<td>Height</td>\r
<td>167-178</td>\r
<td>172-18","<p style=\""text-align: center;\"">100% TERATEC Knee Guard Black</p>\r\nTERATEC Protection is designed with the principle of right materials, in all the right places.\r\n\r\nPrimarily designed for endur",http://cranks.com.au/wp-content/uploads/2021/10/11535_VXJKE_original.jpg|http://cranks.com.au/wp-content/uploads/2021/10/11535_p11jAv_original.jpg,/product/100-teratec-knee-guard-black/
6678,100% TERATEC Elbow Guards Black,100-teratec-elbow-guards-black,,52.50,105,52.50,,instock,,Clothing > Body Armour; Clothing; Clothing > Body Armour > Elbow Guards,"Size: SM, MD,  L,  XL\r
<p class=\""tablesubtitle\"">Measurement in Centimeters</p>\r
\r
<div class=\""table-responsive\"">\r
<table class=\""table\"" width=\""100%\"">\r
<tbody>\r
<tr>\r
<td><strong>Size (CM)</strong></td>\r
<td><strong> S  28/30</strong></td>\r
<td><strong>M  32</strong></td>\r
<td><strong>L  34</strong></td>\r
<td><strong>XL  36</strong></td>\r
<td><strong>XXL  38/40</strong></td>\r
<td><strong>XXXL  42</strong></td>\r
</tr>\r
<tr>\r
<td>Height</td>\r
<td>167-178</td>\r
<td>172-180</","<p style=\""text-align: center;\"">100% TERATEC Elbow Guards Black</p>\r\nTERATEC Protection is designed with the principle of right materials, in all the right places.\r\n\r\nPrimarily designed for end",http://cranks.com.au/wp-content/uploads/2021/10/11536_SWQC8S_original.jpg|http://cranks.com.au/wp-content/uploads/2021/10/11536_rnQhS_original.jpg,/product/100-teratec-elbow-guards-black/
